Time (ms),Altitude (m),Velocity (ms-1),Acceleration (ms-2),State Detection
16593.14,-0.08,-0.47,-10.19,
16624.59,-0.07,0.12,-9.53,
16656.04,0.01,1.21,-8.69,
16687.48,0.08,-0.03,-7.57,
16718.93,-0.14,0.92,-10.6,
16750.38,-0.32,-0.53,-9.03,
16781.82,-0.16,1.31,-9.64,
16813.27,-0.03,-0.16,-9.02,
16844.72,0.08,-0.34,-10.75,
16876.16,-0.04,-0.43,-9.85,
16907.61,0.33,1.3,-9.47,
16939.05,0.12,0.25,-8.46,
16970.5,-0.28,0.31,-9.74,
17001.95,-0.37,-0.03,-10.82,
17033.4,-0.3,-0.95,-9.03,
17064.84,0.54,-0.25,-9.41,
17096.29,0.13,-0.01,-9.94,
17127.74,0.25,0.1,-9.2,
17159.18,-0.57,-0.04,-10.69,
17190.63,-0.64,-0.13,-10.26,
17222.07,0.29,0,-8.92,
17253.52,0.09,-0.59,-10.59,
17284.97,0.07,-0.47,-10.1,
17316.41,0.01,0.25,-10.04,
17347.86,0.3,1.25,-8.82,
17379.31,-0.07,-0.59,-10.44,
17410.76,-0.12,0.19,-10.77,
17442.2,-0.07,0.01,-8.5,
17473.65,0.1,1.57,-10.47,
17505.09,0,0.89,-9.76,
17536.54,0.29,0.62,-9.3,
17567.99,0.11,-0.58,-9.18,
17599.43,-0.18,0.95,-11.01,
17630.88,-0.16,-0.71,-10.19,
17662.33,-0.23,-1.13,-10.44,
17693.77,-0.72,1.09,-9.66,
17725.22,0.29,0.43,-10.48,
17756.67,0.13,0.29,-10.3,
17788.11,-0.48,-0.73,-10.61,
17819.56,0.23,-0.48,-9.88,
17851.01,0.02,-0.25,-9.4,
17882.45,-0.04,0.81,-10.79,
17913.9,0.02,-1.04,-9.53,
17945.35,-0.44,0.52,-8.69,
17976.79,-0.33,0.05,-11.26,
18008.24,0.04,1.69,-8.62,
18039.68,-0.02,-0.27,-7.32,
18071.13,0.42,-0.62,-12.32,
18102.58,0.47,1.87,-9.58,
18134.03,0.05,-2.39,-9.71,
18165.47,0.21,-1.04,-10.45,
18196.92,0.02,-0.58,-9.93,
18228.37,-0.04,-0.91,-8.19,
18259.81,0.4,-0.31,-9.38,
18291.26,0.34,0.09,-8.52,
18322.7,-0.34,0.8,-12.32,
18354.15,-0.05,0.38,-11.34,
18385.6,-0.3,-0.76,-10.62,
18417.04,-0.13,0.37,-8.12,
18448.49,-0.22,-0.29,-12.41,
18479.94,0.25,-1.37,-9.21,
18511.38,-0.19,0.23,-8.38,
18542.83,0.15,-0.27,-8.4,
18574.28,0.05,0.72,-11.47,
18605.72,-0.4,-0.21,-11.63,
18637.17,0.3,-1.35,-8.27,
18668.62,0.14,0.64,-10.46,
18700.06,-0.57,-0.32,-10.08,
18731.51,0.23,-0.67,-9.04,
18762.96,0,-1.13,-11.39,
18794.4,0.45,0.65,-10.18,
18825.85,-0.38,-0.48,-10.72,
18857.3,0.29,0.96,-10.95,
18888.74,-0.29,0.09,-8.63,
18920.19,0.25,-0.09,-9.12,
18951.63,-0.49,-1.73,-9.42,
18983.08,0.18,0.92,-9.58,
19014.53,0.02,1.71,-8.17,
19045.97,0.4,1.32,-10.93,
19077.42,-0.24,0.18,-11.32,
19108.87,0.15,-0.59,-8.38,
19140.31,0.16,1.53,-8.81,
19171.76,-0.3,-0.12,-11.08,
19203.21,-0.21,0.07,-8.84,
19234.66,0.13,0.03,-10.17,
19266.1,0.16,0.16,-11.88,
19297.55,-0.49,0.31,-10.11,
19328.99,0.01,0.07,-11.15,
19360.44,-0.24,-0.77,-8.34,
19391.89,-0.37,-0.08,-8.45,
19423.33,-0.58,-0.12,-11.27,
19454.78,-0.26,0.78,-9.05,
19486.22,0.19,-0.3,-7.61,
19517.67,-0.22,0.98,-10.42,
19549.12,-0.19,0.35,-10.58,
19580.57,-0.5,1.22,-9.12,
19612.01,0.19,0.11,-7.77,
19643.46,-0.14,0.2,-10.16,
19674.91,0.18,-1.05,-8.18,
19706.35,0.33,0.74,-9.3,
19737.8,0.06,-0.35,-8.91,
19769.25,-0.34,0.45,-9.41,
19800.69,0.4,0,-9.4,
19832.14,0.28,-0.73,-10.66,
19863.58,0.46,-1.31,-11,
19895.03,0.21,-1.63,-11.65,
19926.48,-0.06,-0.54,-11.25,
19957.93,-0.12,-0.8,-9.28,
19989.37,0.22,-0.41,-10.07,
20020.82,-0.2,-0.05,-9.54,
20052.26,0.13,-1.61,-8.19,
20083.71,-0.34,-0.14,-11.41,
20115.16,0.7,-0.79,-8.36,
20146.6,-0.33,0.67,-9.67,
20178.05,-0.23,-0.51,-8.2,
20209.5,0.57,-0.07,-10.23,
20240.94,0.27,0.92,-11.68,
20272.39,0.01,0.14,-9.78,
20303.84,0,0.1,-11.12,
20335.28,-0.05,-0.22,-9.58,
20366.73,0.35,0.37,-9.49,
20398.18,0,0.62,-9.49,
20429.62,0,1.22,-11.5,
20461.07,-0.58,1.16,-10.15,
20492.52,-0.15,-0.2,-12.18,
20523.96,0.03,-0.11,-10.36,
20555.41,0.01,-1.85,-9.87,
20586.86,-0.25,0.41,-8.96,
20618.3,-0.15,0.82,-7.55,
20649.75,-0.38,0.55,-11.18,
20681.2,-0.3,0.78,-12.56,
20712.64,-0.25,0.37,-9.77,
20744.09,0.39,1.41,-6.74,
20775.53,0.11,-0.26,-9.76,
20806.98,0.2,-0.29,-10.91,
20838.43,0.07,-1.36,-10.91,
20869.87,0.14,0.85,-9.48,
20901.32,-0.27,-0.16,-11.5,
20932.77,-0.14,-0.76,-8.77,
20964.21,0.43,-0.17,-10.02,
20995.66,0.09,0.4,-10.39,
21027.11,0.18,-0.28,-9.84,
21058.55,-0.31,1.71,-8.02,
21090,-0.24,0.93,-8.23,
Time (s),Altitude (m),Velocity (ms-1),Acceleration (ms-2),State Detection
0,0,0,0,
0,-0.03,0.68,-10.03,
31.45,-0.26,-0.56,-9.37,
62.89,0.32,-1.13,-10.22,
94.34,0.19,0.8,-8.46,
125.79,0.35,-0.39,-9.53,
157.23,-0.06,-0.26,-10.57,
188.68,0.06,-1.11,-9.18,
220.13,-0.22,-0.32,-9.19,
251.57,0.04,0.49,-10.12,
283.02,-0.83,-0.53,-10.41,
314.47,0.19,-0.23,-10.58,
345.91,-0.03,0.33,-9.91,
377.36,0.27,-0.89,-9.1,
408.81,-0.17,-1.1,-8.32,
440.25,-0.09,0.42,-8.68,
471.7,0.18,0.88,-11.49,
503.14,0.07,0.25,-11,
534.59,0.24,-1.62,-10.02,
566.04,0.02,-0.35,-10.33,
597.48,-0.11,-0.38,-6.98,
628.93,0.26,0.98,-7.71,
660.38,-0.02,-0.06,-9.11,
691.82,0.11,-0.47,-9.38,
723.27,0.06,0.15,-9.45,
754.72,0.26,0.26,-8.68,
786.16,0.36,0.41,-8.75,
817.61,-0.09,-0.34,-7.97,
849.06,0.11,0.08,-9.97,
880.5,-0.24,0.07,-8.78,
911.95,0.33,-0.66,-7.27,
943.4,0.3,-0.34,-7.62,
974.84,-0.15,0.16,-9.35,
1006.29,-0.21,-1.05,-10.43,
1037.74,0.06,-0.3,-10.72,
1069.18,0.04,-0.29,-10.81,
1100.63,0.41,0.34,-10.05,
1132.08,0.3,-0.12,-10.57,
1163.52,-0.34,-0.26,-11.04,
1194.97,-0.27,-0.29,-9.96,
1226.42,0.06,-1.83,-9.18,
1257.86,0.18,0.24,-8.95,
1289.31,0.12,0.07,-10.62,
1320.75,0.05,-2.25,-9.73,
1352.2,-0.01,-0.64,-11.16,
1383.65,-0.24,-1.44,-8.13,
1415.09,0.01,-0.13,-9.29,
1446.54,-0.05,0.09,-9.04,
1477.99,0.3,-0.31,-11.63,
1509.43,-0.61,-0.83,-8.48,
1540.88,-0.25,-1.21,-8.94,
1572.33,-0.33,0.2,-9.53,
1603.77,0.35,0.93,-8.88,
1635.22,-0.08,0.82,-10.73,
1666.67,0.4,1.05,-9.98,
1698.11,-0.24,2.16,-12.97,
1729.56,0.35,0.52,-10.35,
1761.01,0.06,-0.73,-8.23,
1792.45,-0.28,-0.03,-10.39,
1823.9,-0.44,-0.02,-12.19,
1855.35,-0.2,0.11,-8.72,
1886.79,-0.45,0.93,-9.94,
1918.24,0.33,0.24,-9.19,
1949.69,-0.14,-1.29,-9.83,
1981.13,-0.33,-0.57,-10.2,
2012.58,-0.24,-1.18,-10.95,
2044.03,0.45,0.52,-10.78,
2075.47,-0.09,0.94,-9.12,
2106.92,0.24,1.07,-10.76,
2138.36,0.45,-0.7,-8.96,
2169.81,-0.38,-0.47,-10.12,
2201.26,0.38,-0.03,-9.61,
2232.7,-0.17,-0.81,-9.75,
2264.15,-0.11,0.03,-11.75,
2295.6,0.47,0.17,-8.43,
2327.04,-0.22,-0.79,-11.59,
2358.49,-0.06,0.26,-9.38,
2389.94,0.17,-2.02,-9.63,
2421.38,-0.05,0.49,-7.54,
2452.83,-0.35,2.25,-10.29,
2484.28,0.06,-1.14,-9.54,
2515.72,0.07,0.41,-10.47,
2547.17,-0.25,-1.41,-8.64,
2578.62,0.29,1.36,-10.04,
2610.06,-0.04,-0.39,-9.38,
2641.51,-0.18,-0.69,-10.82,
2672.96,-0.13,1.26,-10.53,
2704.4,-0.89,0.48,-10.8,
2735.85,-0.49,-0.63,-10.84,
2767.3,-0.42,-0.57,-10.22,
2798.74,-0.21,1.05,-10.82,
2830.19,-0.02,0.75,-9.35,
2861.64,-0.5,-0.26,-8.88,
2893.08,-0.11,-0.31,-10.48,
2924.53,-0.06,0.68,-10.71,
2955.98,-0.32,-0.91,-10.84,
2987.42,0.22,-1.2,-10.17,
3018.87,0.17,-0.03,-11.37,
3050.31,-0.05,0.92,-7.7,
3081.76,0.3,0.33,-8.97,
3113.21,0.72,1.46,-9.62,
3144.65,-0.3,1.05,-8.93,
3176.1,-0.23,-0.93,-9.3,
3207.55,0.45,0.02,-9.08,
3238.99,-0.14,1.64,-11.41,
3270.44,0.09,0.92,-10.71,
3301.89,-0.26,0.94,-10.2,
3333.33,0,-1.48,-9.39,
3364.78,0.41,0.03,-8.31,
3396.23,-0.19,-0.9,-11.84,
3427.67,0.61,1.33,-8.25,
3459.12,0.18,0.4,-9.08,
3490.57,0.11,0.54,-9.59,
3522.01,0.06,-0.57,-12.37,
3553.46,-0.48,-0.06,-9.24,
3584.91,0.57,0.47,-8.2,
3616.35,-0.45,0.43,-10.53,
3647.8,-0.13,0.02,-9.1,
3679.25,-0.19,-0.21,-10.26,
3710.69,0.26,-1.53,-12.18,
3742.14,0.22,-0.14,-9.01,
3773.58,0.14,0.63,-11.83,
3805.03,-0.11,-0.09,-7.79,
3836.48,0.46,0.57,-8.82,
3867.92,-0.54,0.94,-11.25,
3899.37,-0.45,-0.15,-10.66,
3930.82,-0.07,-0.43,-9.75,
3962.26,-0.04,-0.53,-7.68,
3993.71,0.02,-0.77,-9.04,
4025.16,0.28,-1.02,-9.67,
4056.6,-0.69,0.86,-11.06,
4088.05,0.22,0.36,-7.54,
4119.5,-0.24,0.5,-7.27,
4150.94,0,0.07,-12.5,
4182.39,-0.02,-0.12,-10.39,
4213.84,0.15,1.08,-9.45,
4245.28,-0.2,-1.15,-11.18,
4276.73,-0.03,0.07,-9.6,
4308.18,-0.21,-0.37,-12.53,
4339.62,-0.07,0.44,-8.82,
4371.07,-0.23,0.28,-9.49,
4402.52,0.58,0.86,-9.51,
4433.96,-0.62,-0.38,-9.11,
4465.41,-0.08,-0.31,-10.07,
4496.86,0,-1.02,-9.49,
4528.3,0.2,0.65,-10.53,
4559.75,-0.55,0.38,-9.77,
4591.19,-0.32,-1.33,-9.64,
4622.64,0.41,-0.13,-8.88,
4654.09,0.23,0.03,-9.2,
4685.53,0.2,-0.1,-11.61,
4716.98,-0.1,-0.57,-11.85,
4748.43,-0.03,0.18,-11.34,
4779.87,0.29,1.12,-9.95,
4811.32,-0.15,0.11,-8.11,
4842.77,-0.37,-0.15,-8.94,
4874.21,0.18,-0.03,-11.67,
4905.66,-0.34,-0.16,-7.51,
4937.11,-0.17,-0.06,-9.51,
4968.55,0.21,1.05,-10.55,
5000,0.43,-0.25,-11.17,
5000,0.06,1.05,-10.85,
5240,-0.2,3.13,37.86,Launch Detected
5250,0.11,4,38.25,
5260,-0.27,2.86,36.18,
5270,-0.25,5.15,36.54,
5280,0.65,4.47,36.84,
5290,0.37,4.02,37.45,
5300,0.48,6.01,42.36,
5310,0.15,5.56,43.11,
5320,0.48,6.3,42.38,
5330,-0.08,5.74,41.26,
5340,0.6,7.02,43.08,
5350,0.33,5.78,43.52,
5360,0.61,6.4,42.77,
5370,0.32,8.12,42.45,
5380,0.62,6.95,43.54,
5390,0.35,9.1,43.42,
5400,1.17,9.58,42.53,
5410,0.47,8.83,43.43,
5420,1.22,10.2,41.4,
5430,1.24,8.8,41.87,
5440,1.81,10.81,41.81,
5450,1.31,11.2,44.78,
5460,1.3,10.9,43.43,
5470,1.94,11.28,42.96,
5480,1.8,12.53,43.13,
5490,1.67,12.87,43.34,
5500,2.27,12.86,45.61,
5510,2.37,13.96,42.19,
5520,1.94,14.41,44.84,
5530,2.61,15.63,43.85,
5540,2.68,15.55,45.41,
5550,2.72,15.29,41.93,
5560,2.69,15.62,43.6,
5570,2.99,16.42,44.83,
5580,3.62,17.83,43.84,
5590,3.61,17.21,42.86,
5600,3.34,18.25,41.99,
5610,3.5,16.4,39.78,
5620,3.82,18.51,43.11,
5630,4.45,18.13,44.96,
5640,4.33,20.08,43.46,
5650,4.3,19.56,44.7,
5660,4.74,20.08,41.97,
5670,5.18,21.93,44.63,
5680,5.21,20.9,40.23,
5690,5.26,21.41,42.91,
5700,5.87,21.7,44.44,
5710,5.77,22.58,44.82,
5720,5.8,21.97,44.3,
5730,6.1,23.31,44.3,
5740,6.38,21.68,41.41,
5750,6.47,25.18,42.8,
5760,7.3,24.01,42.12,
5770,7.1,24.01,43.11,
5780,7.32,24.41,43.31,
5790,7.9,26.18,44.15,
5800,8.44,25.15,44.49,
5810,8.32,26.85,42.31,
5820,8.82,28.61,44.16,
5830,9.05,27.8,41.9,
5840,9.35,28.08,42.64,
5850,9.36,27.68,40.46,
5860,9.99,28.08,42.38,
5870,9.69,29.69,41.87,
5880,9.87,29.44,42.45,
5890,10.32,28.92,42.77,
5900,10.85,29.76,39.44,
5910,10.85,30.69,39.26,
5920,11.11,32.72,40.02,
5930,11.26,32.63,40.68,
5940,12.36,32.79,40.4,
5950,12.53,32.52,39.18,
5960,12.73,32.6,37.76,
5970,13.21,33.13,41.68,
5980,13.33,32.67,41.65,
5990,13.87,33.88,38.72,
6000,13.83,35.47,35.5,
6010,14.35,34.59,36.56,
6020,14.95,36.07,34.58,
6030,15.18,35.09,35.26,
6040,15.93,37.16,37.01,
6050,15.98,37.69,34.48,
6060,16.14,36.93,37.79,
6070,16.48,36.34,36.3,
6080,16.78,38.63,34.45,
6090,17.34,37.76,36.64,
6100,17.8,38.49,0.76,
6110,18.1,39.12,3.71,
6120,18.32,39.55,1.38,
6130,19.17,37.68,0.54,
6140,19.05,37.26,1.76,
6150,19.07,37.49,1.08,
6160,19.3,38.42,2.99,
6170,20.38,36.75,0.71,
6180,20.71,37.69,0.54,
6190,21.01,37.66,-0.55,
6200,21.03,38.95,-10.43,
6210,21.75,38.59,-8.65,
6220,22.36,39.2,-11.43,
6230,22.46,38.05,-9.93,
6240,22.56,36.63,-11.06,
6250,23.19,37.69,-10.19,
6260,23.8,36.15,-10.44,
6270,24.16,37.25,-8.84,
6280,24.41,36.32,-10.68,
6290,24.4,37.7,-7.09,
6300,25.05,36.71,-9.99,
6310,25.4,37.96,-9.53,
6320,25.86,37.72,-8.96,
6330,26.64,36.51,-8.79,
6340,26.81,37.91,-7.82,
6350,26.7,36.49,-8.29,
6360,27.57,37.21,-10.43,
6370,27.59,36.16,-10.74,
6380,28.52,37.53,-9.24,
6390,28.44,36.09,-7.78,Burnout Detected
Time (s),Altitude (m),Velocity (ms-1),Acceleration (ms-2),State Detection
0,0,0,0,
0,-0.03,0.68,-10.03,
31.45,-0.26,-0.56,-9.37,
62.89,0.32,-1.13,-10.22,
94.34,0.19,0.8,-8.46,
125.79,0.35,-0.39,-9.53,
157.23,-0.06,-0.26,-10.57,
188.68,0.06,-1.11,-9.18,
220.13,-0.22,-0.32,-9.19,
251.57,0.04,0.49,-10.12,
283.02,-0.83,-0.53,-10.41,
314.47,0.19,-0.23,-10.58,
345.91,-0.03,0.33,-9.91,
377.36,0.27,-0.89,-9.1,
408.81,-0.17,-1.1,-8.32,
440.25,-0.09,0.42,-8.68,
471.7,0.18,0.88,-11.49,
503.14,0.07,0.25,-11,
534.59,0.24,-1.62,-10.02,
566.04,0.02,-0.35,-10.33,
597.48,-0.11,-0.38,-6.98,
628.93,0.26,0.98,-7.71,
660.38,-0.02,-0.06,-9.11,
691.82,0.11,-0.47,-9.38,
723.27,0.06,0.15,-9.45,
754.72,0.26,0.26,-8.68,
786.16,0.36,0.41,-8.75,
817.61,-0.09,-0.34,-7.97,
849.06,0.11,0.08,-9.97,
880.5,-0.24,0.07,-8.78,
911.95,0.33,-0.66,-7.27,
943.4,0.3,-0.34,-7.62,
974.84,-0.15,0.16,-9.35,
1006.29,-0.21,-1.05,-10.43,
1037.74,0.06,-0.3,-10.72,
1069.18,0.04,-0.29,-10.81,
1100.63,0.41,0.34,-10.05,
1132.08,0.3,-0.12,-10.57,
1163.52,-0.34,-0.26,-11.04,
1194.97,-0.27,-0.29,-9.96,
1226.42,0.06,-1.83,-9.18,
1257.86,0.18,0.24,-8.95,
1289.31,0.12,0.07,-10.62,
1320.75,0.05,-2.25,-9.73,
1352.2,-0.01,-0.64,-11.16,
1383.65,-0.24,-1.44,-8.13,
1415.09,0.01,-0.13,-9.29,
1446.54,-0.05,0.09,-9.04,
1477.99,0.3,-0.31,-11.63,
1509.43,-0.61,-0.83,-8.48,
1540.88,-0.25,-1.21,-8.94,
1572.33,-0.33,0.2,-9.53,
1603.77,0.35,0.93,-8.88,
1635.22,-0.08,0.82,-10.73,
1666.67,0.4,1.05,-9.98,
1698.11,-0.24,2.16,-12.97,
1729.56,0.35,0.52,-10.35,
1761.01,0.06,-0.73,-8.23,
1792.45,-0.28,-0.03,-10.39,
1823.9,-0.44,-0.02,-12.19,
1855.35,-0.2,0.11,-8.72,
1886.79,-0.45,0.93,-9.94,
1918.24,0.33,0.24,-9.19,
1949.69,-0.14,-1.29,-9.83,
1981.13,-0.33,-0.57,-10.2,
2012.58,-0.24,-1.18,-10.95,
2044.03,0.45,0.52,-10.78,
2075.47,-0.09,0.94,-9.12,
2106.92,0.24,1.07,-10.76,
2138.36,0.45,-0.7,-8.96,
2169.81,-0.38,-0.47,-10.12,
2201.26,0.38,-0.03,-9.61,
2232.7,-0.17,-0.81,-9.75,
2264.15,-0.11,0.03,-11.75,
2295.6,0.47,0.17,-8.43,
2327.04,-0.22,-0.79,-11.59,
2358.49,-0.06,0.26,-9.38,
2389.94,0.17,-2.02,-9.63,
2421.38,-0.05,0.49,-7.54,
2452.83,-0.35,2.25,-10.29,
2484.28,0.06,-1.14,-9.54,
2515.72,0.07,0.41,-10.47,
2547.17,-0.25,-1.41,-8.64,
2578.62,0.29,1.36,-10.04,
2610.06,-0.04,-0.39,-9.38,
2641.51,-0.18,-0.69,-10.82,
2672.96,-0.13,1.26,-10.53,
2704.4,-0.89,0.48,-10.8,
2735.85,-0.49,-0.63,-10.84,
2767.3,-0.42,-0.57,-10.22,
2798.74,-0.21,1.05,-10.82,
2830.19,-0.02,0.75,-9.35,
2861.64,-0.5,-0.26,-8.88,
2893.08,-0.11,-0.31,-10.48,
2924.53,-0.06,0.68,-10.71,
2955.98,-0.32,-0.91,-10.84,
2987.42,0.22,-1.2,-10.17,
3018.87,0.17,-0.03,-11.37,
3050.31,-0.05,0.92,-7.7,
3081.76,0.3,0.33,-8.97,
3113.21,0.72,1.46,-9.62,
3144.65,-0.3,1.05,-8.93,
3176.1,-0.23,-0.93,-9.3,
3207.55,0.45,0.02,-9.08,
3238.99,-0.14,1.64,-11.41,
3270.44,0.09,0.92,-10.71,
3301.89,-0.26,0.94,-10.2,
3333.33,0,-1.48,-9.39,
3364.78,0.41,0.03,-8.31,
3396.23,-0.19,-0.9,-11.84,
3427.67,0.61,1.33,-8.25,
3459.12,0.18,0.4,-9.08,
3490.57,0.11,0.54,-9.59,
3522.01,0.06,-0.57,-12.37,
3553.46,-0.48,-0.06,-9.24,
3584.91,0.57,0.47,-8.2,
3616.35,-0.45,0.43,-10.53,
3647.8,-0.13,0.02,-9.1,
3679.25,-0.19,-0.21,-10.26,
3710.69,0.26,-1.53,-12.18,
3742.14,0.22,-0.14,-9.01,
3773.58,0.14,0.63,-11.83,
3805.03,-0.11,-0.09,-7.79,
3836.48,0.46,0.57,-8.82,
3867.92,-0.54,0.94,-11.25,
3899.37,-0.45,-0.15,-10.66,
3930.82,-0.07,-0.43,-9.75,
3962.26,-0.04,-0.53,-7.68,
3993.71,0.02,-0.77,-9.04,
4025.16,0.28,-1.02,-9.67,
4056.6,-0.69,0.86,-11.06,
4088.05,0.22,0.36,-7.54,
4119.5,-0.24,0.5,-7.27,
4150.94,0,0.07,-12.5,
4182.39,-0.02,-0.12,-10.39,
4213.84,0.15,1.08,-9.45,
4245.28,-0.2,-1.15,-11.18,
4276.73,-0.03,0.07,-9.6,
4308.18,-0.21,-0.37,-12.53,
4339.62,-0.07,0.44,-8.82,
4371.07,-0.23,0.28,-9.49,
4402.52,0.58,0.86,-9.51,
4433.96,-0.62,-0.38,-9.11,
4465.41,-0.08,-0.31,-10.07,
4496.86,0,-1.02,-9.49,
4528.3,0.2,0.65,-10.53,
4559.75,-0.55,0.38,-9.77,
4591.19,-0.32,-1.33,-9.64,
4622.64,0.41,-0.13,-8.88,
4654.09,0.23,0.03,-9.2,
4685.53,0.2,-0.1,-11.61,
4716.98,-0.1,-0.57,-11.85,
4748.43,-0.03,0.18,-11.34,
4779.87,0.29,1.12,-9.95,
4811.32,-0.15,0.11,-8.11,
4842.77,-0.37,-0.15,-8.94,
4874.21,0.18,-0.03,-11.67,
4905.66,-0.34,-0.16,-7.51,
4937.11,-0.17,-0.06,-9.51,
4968.55,0.21,1.05,-10.55,
5000,0.43,-0.25,-11.17,
5000,0.06,1.05,-10.85,
5240,-0.2,3.13,37.86,Launch Detected
5250,0.11,4,38.25,
5260,-0.27,2.86,36.18,
5270,-0.25,5.15,36.54,
5280,0.65,4.47,36.84,
5290,0.37,4.02,37.45,
5300,0.48,6.01,42.36,
5310,0.15,5.56,43.11,
5320,0.48,6.3,42.38,
5330,-0.08,5.74,41.26,
5340,0.6,7.02,43.08,
5350,0.33,5.78,43.52,
5360,0.61,6.4,42.77,
5370,0.32,8.12,42.45,
5380,0.62,6.95,43.54,
5390,0.35,9.1,43.42,
5400,1.17,9.58,42.53,
5410,0.47,8.83,43.43,
5420,1.22,10.2,41.4,
5430,1.24,8.8,41.87,
5440,1.81,10.81,41.81,
5450,1.31,11.2,44.78,
5460,1.3,10.9,43.43,
5470,1.94,11.28,42.96,
5480,1.8,12.53,43.13,
5490,1.67,12.87,43.34,
5500,2.27,12.86,45.61,
5510,2.37,13.96,42.19,
5520,1.94,14.41,44.84,
5530,2.61,15.63,43.85,
5540,2.68,15.55,45.41,
5550,2.72,15.29,41.93,
5560,2.69,15.62,43.6,
5570,2.99,16.42,44.83,
5580,3.62,17.83,43.84,
5590,3.61,17.21,42.86,
5600,3.34,18.25,41.99,
5610,3.5,16.4,39.78,
5620,3.82,18.51,43.11,
5630,4.45,18.13,44.96,
5640,4.33,20.08,43.46,
5650,4.3,19.56,44.7,
5660,4.74,20.08,41.97,
5670,5.18,21.93,44.63,
5680,5.21,20.9,40.23,
5690,5.26,21.41,42.91,
5700,5.87,21.7,44.44,
5710,5.77,22.58,44.82,
5720,5.8,21.97,44.3,
5730,6.1,23.31,44.3,
5740,6.38,21.68,41.41,
5750,6.47,25.18,42.8,
5760,7.3,24.01,42.12,
5770,7.1,24.01,43.11,
5780,7.32,24.41,43.31,
5790,7.9,26.18,44.15,
5800,8.44,25.15,44.49,
5810,8.32,26.85,42.31,
5820,8.82,28.61,44.16,
5830,9.05,27.8,41.9,
5840,9.35,28.08,42.64,
5850,9.36,27.68,40.46,
5860,9.99,28.08,42.38,
5870,9.69,29.69,41.87,
5880,9.87,29.44,42.45,
5890,10.32,28.92,42.77,
5900,10.85,29.76,39.44,
5910,10.85,30.69,39.26,
5920,11.11,32.72,40.02,
5930,11.26,32.63,40.68,
5940,12.36,32.79,40.4,
5950,12.53,32.52,39.18,
5960,12.73,32.6,37.76,
5970,13.21,33.13,41.68,
5980,13.33,32.67,41.65,
5990,13.87,33.88,38.72,
6000,13.83,35.47,35.5,
6010,14.35,34.59,36.56,
6020,14.95,36.07,34.58,
6030,15.18,35.09,35.26,
6040,15.93,37.16,37.01,
6050,15.98,37.69,34.48,
6060,16.14,36.93,37.79,
6070,16.48,36.34,36.3,
6080,16.78,38.63,34.45,
6090,17.34,37.76,36.64,
6100,17.8,38.49,0.76,
6110,18.1,39.12,3.71,
6120,18.32,39.55,1.38,
6130,19.17,37.68,0.54,
6140,19.05,37.26,1.76,
6150,19.07,37.49,1.08,
6160,19.3,38.42,2.99,
6170,20.38,36.75,0.71,
6180,20.71,37.69,0.54,
6190,21.01,37.66,-0.55,
6200,21.03,38.95,-10.43,
6210,21.75,38.59,-8.65,
6220,22.36,39.2,-11.43,
6230,22.46,38.05,-9.93,
6240,22.56,36.63,-11.06,
6250,23.19,37.69,-10.19,
6260,23.8,36.15,-10.44,
6270,24.16,37.25,-8.84,
6280,24.41,36.32,-10.68,
6290,24.4,37.7,-7.09,
6300,25.05,36.71,-9.99,
6310,25.4,37.96,-9.53,
6320,25.86,37.72,-8.96,
6330,26.64,36.51,-8.79,
6340,26.81,37.91,-7.82,
6350,26.7,36.49,-8.29,
6360,27.57,37.21,-10.43,
6370,27.59,36.16,-10.74,
6380,28.52,37.53,-9.24,
6390,28.44,36.09,-7.78,Burnout Detected
6400,28.95,37.18,-9.93,
6410,29.57,36.81,-8.99,
6420,29.38,35.86,-9.97,
6430,29.92,37.43,-9.96,
6440,30.35,36.73,-11.62,
6450,30.44,36.27,-8.82,
6460,30.77,36.01,-10.69,
6470,31.58,36.86,-10.95,
6480,31.63,35.4,-10.83,
6490,32.1,35.6,-7.24,
6500,31.89,34.12,-10.05,
6510,32.57,36.15,-10.95,
6520,32.68,34.65,-10.47,
6530,33.39,35.04,-8.88,
6540,33.52,34.64,-9.58,
6550,34.46,34.28,-11.74,
6560,34.17,34.32,-9.31,
6570,34.67,33.95,-12.61,
6580,35.37,33.47,-11.52,
6590,35.62,33.75,-8.75,
6600,36.03,32.48,-10.94,
6610,35.96,33.82,-10.71,
6620,36.69,34.87,-8.07,
6630,36.72,34.05,-7.95,
6640,37.71,34.98,-7.63,
6650,37.99,33.51,-9.05,
6660,38.42,32.87,-8.62,
6670,38.44,32.51,-11.53,
6680,38.51,34.34,-9.74,
6690,38.92,33.78,-9.89,
6700,39.06,32.69,-11.37,
6710,39.94,33.56,-9,
6720,40.02,33.31,-9.7,
6730,40.16,34.01,-7.97,
6740,40.46,32.6,-10.96,
6750,41.19,33.45,-9.23,
6760,41.51,32.8,-8.73,
6770,41.82,32.12,-12.38,
6780,42.21,33.18,-9.9,
6790,42.76,32.66,-11.39,
6800,42.33,31.6,-10.99,
6810,42.82,32.38,-8.87,
6820,43.6,31.69,-8.12,
6830,43.41,32.07,-9.57,
6840,43.69,30.68,-10,
6850,43.88,29.17,-9.57,
6860,44.2,32.37,-9.2,
6870,44.55,31.06,-10.22,
6880,45.86,29.47,-10.01,
6890,45.18,32.24,-7.81,
